As At,Year,Month number,Offence category,Offence type,Alcohol involvement,DV involvement,Reporting region,Statistical Area 2,Number of offences
3/01/2024,2008,2,Acts intended to cause Injury,Assault,Yes,No,Nhulunbuy,,3
3/01/2024,2008,2,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Alligator,3
3/01/2024,2008,2,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Anindilyakwa,1
3/01/2024,2008,2,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Barkly,1
3/01/2024,2008,2,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Daly,1
3/01/2024,2008,2,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Gulf,1
3/01/2024,2008,2,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Petermann - Simpson,2
3/01/2024,2008,2,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Tanami,2
3/01/2024,2008,2,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Victoria River,3
3/01/2024,2008,2,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Yuendumu - Anmatjere,2
3/01/2024,2008,2,Acts intended to cause Injury,Assault,Yes,No,Palmerston,,4
3/01/2024,2008,2,Acts intended to cause Injury,Assault,Yes,No,Tennant Creek,,4
3/01/2024,2008,2,Acts intended to cause Injury,Assault,Yes,Yes,Alice Springs,,47
3/01/2024,2008,2,Acts intended to cause Injury,Assault,Yes,Yes,Darwin,,17
3/01/2024,2008,2,Acts intended to cause Injury,Assault,Yes,Yes,Katherine,,12
3/01/2024,2008,2,Acts intended to cause Injury,Assault,Yes,Yes,Nhulunbuy,,2
3/01/2024,2008,2,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Barkly,5
3/01/2024,2008,2,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,East Arnhem,2
3/01/2024,2008,2,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Elsey,2
3/01/2024,2008,2,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Gulf,6
3/01/2024,2008,2,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Petermann - Simpson,1
3/01/2024,2008,2,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Tanami,4
3/01/2024,2008,2,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Tiwi Islands,1
3/01/2024,2008,2,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Victoria River,1
3/01/2024,2008,2,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Weddell,1
3/01/2024,2008,2,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,West Arnhem,1
3/01/2024,2008,2,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Yuendumu - Anmatjere,2
3/01/2024,2008,2,Acts intended to cause Injury,Assault,Yes,Yes,Palmerston,,8
3/01/2024,2008,2,Acts intended to cause Injury,Assault,Yes,Yes,Tennant Creek,,27
3/01/2024,2008,2,Acts intended to cause Injury,Other acts intended to cause injury,-,-,Alice Springs,,1
3/01/2024,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,Alice Springs,,28
3/01/2024,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,Darwin,,76
3/01/2024,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,Katherine,,16
3/01/2024,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,Nhulunbuy,,2
3/01/2024,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Alligator,1
3/01/2024,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Anindilyakwa,2
3/01/2024,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Barkly,3
3/01/2024,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Daly,3
3/01/2024,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,East Arnhem,1
3/01/2024,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Elsey,1
3/01/2024,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Gulf,4
3/01/2024,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Howard Springs,3
3/01/2024,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Petermann - Simpson,3
3/01/2024,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Tanami,1
3/01/2024,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Thamarrurr,1
3/01/2024,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Tiwi Islands,1
3/01/2024,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Virginia,1
3/01/2024,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,West Arnhem,5
3/01/2024,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Yuendumu - Anmatjere,3
3/01/2024,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,Palmerston,,24
3/01/2024,2008,2,Commercial break-ins,Commercial break-ins actual,-,-,Tennant Creek,,8
3/01/2024,2008,2,Commercial break-ins,Commercial break-ins attempted,-,-,Alice Springs,,2
3/01/2024,2008,2,Commercial break-ins,Commercial break-ins attempted,-,-,Darwin,,18
3/01/2024,2008,2,Commercial break-ins,Commercial break-ins attempted,-,-,Katherine,,1
3/01/2024,2008,2,Commercial break-ins,Commercial break-ins attempted,-,-,Nhulunbuy,,2
3/01/2024,2008,2,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Anindilyakwa,1
3/01/2024,2008,2,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Barkly,1
3/01/2024,2008,2,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,East Arnhem,2
3/01/2024,2008,2,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Elsey,1
3/01/2024,2008,2,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Gulf,2
3/01/2024,2008,2,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Petermann - Simpson,2
3/01/2024,2008,2,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Thamarrurr,1
3/01/2024,2008,2,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Tiwi Islands,1
3/01/2024,2008,2,Commercial break-ins,Commercial break-ins attempted,-,-,Palmerston,,2
3/01/2024,2008,2,Homicide and related Offences,Murder,-,-,Darwin,,1
3/01/2024,2008,2,Homicide and related Offences,Murder,-,-,Katherine,,1
3/01/2024,2008,2,House break-ins,House break-ins actual,-,-,Alice Springs,,15
3/01/2024,2008,2,House break-ins,House break-ins actual,-,-,Darwin,,100
3/01/2024,2008,2,House break-ins,House break-ins actual,-,-,Katherine,,6
3/01/2024,2008,2,House break-ins,House break-ins actual,-,-,NT Balance,Alligator,1
3/01/2024,2008,2,House break-ins,House break-ins actual,-,-,NT Balance,Anindilyakwa,6
3/01/2024,2008,2,House break-ins,House break-ins actual,-,-,NT Balance,Barkly,1
3/01/2024,2008,2,House break-ins,House break-ins actual,-,-,NT Balance,Daly,1
3/01/2024,2008,2,House break-ins,House break-ins actual,-,-,NT Balance,Gulf,2
3/01/2024,2008,2,House break-ins,House break-ins actual,-,-,NT Balance,Howard Springs,1
3/01/2024,2008,2,House break-ins,House break-ins actual,-,-,NT Balance,Tanami,1
3/01/2024,2008,2,House break-ins,House break-ins actual,-,-,NT Balance,Thamarrurr,3
3/01/2024,2008,2,House break-ins,House break-ins actual,-,-,NT Balance,Tiwi Islands,2
3/01/2024,2008,2,House break-ins,House break-ins actual,-,-,NT Balance,Victoria River,3
3/01/2024,2008,2,House break-ins,House break-ins actual,-,-,NT Balance,Weddell,2
3/01/2024,2008,2,House break-ins,House break-ins actual,-,-,NT Balance,West Arnhem,1
3/01/2024,2008,2,House break-ins,House break-ins actual,-,-,NT Balance,Yuendumu - Anmatjere,3
3/01/2024,2008,2,House break-ins,House break-ins actual,-,-,Palmerston,,36
3/01/2024,2008,2,House break-ins,House break-ins actual,-,-,Tennant Creek,,2
3/01/2024,2008,2,House break-ins,House break-ins attempted,-,-,Darwin,,30
3/01/2024,2008,2,House break-ins,House break-ins attempted,-,-,Palmerston,,2
3/01/2024,2008,2,House break-ins,House break-ins attempted,-,-,Tennant Creek,,1
3/01/2024,2008,2,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Alice Springs,,5
3/01/2024,2008,2,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Darwin,,38
3/01/2024,2008,2,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Nhulunbuy,,1
3/01/2024,2008,2,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Alligator,1
3/01/2024,2008,2,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Elsey,1
3/01/2024,2008,2,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Howard Springs,2
3/01/2024,2008,2,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Humpty Doo,1
3/01/2024,2008,2,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Petermann - Simpson,2
3/01/2024,2008,2,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Tiwi Islands,6
3/01/2024,2008,2,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Victoria River,1
3/01/2024,2008,2,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Virginia,1
3/01/2024,2008,2,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Weddell,1
3/01/2024,2008,2,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Palmerston,,14
3/01/2024,2008,2,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Tennant Creek,,1
3/01/2024,2008,2,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,Alice Springs,,4
3/01/2024,2008,2,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,Darwin,,56
3/01/2024,2008,2,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,Katherine,,5
3/01/2024,2008,2,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,Nhulunbuy,,3
3/01/2024,2008,2,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Alligator,1
3/01/2024,2008,2,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Anindilyakwa,1
3/01/2024,2008,2,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,East Arnhem,1
3/01/2024,2008,2,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Elsey,1
3/01/2024,2008,2,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Howard Springs,1
3/01/2024,2008,2,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Tanami,1
3/01/2024,2008,2,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Victoria River,1
3/01/2024,2008,2,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Weddell,2
3/01/2024,2008,2,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,Palmerston,,26
3/01/2024,2008,2,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,Tennant Creek,,1
3/01/2024,2008,2,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Darwin,,2
3/01/2024,2008,2,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,NT Balance,Howard Springs,1
3/01/2024,2008,2,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Palmerston,,1
3/01/2024,2008,2,Property Damage Offences,Property damage offences,-,-,Alice Springs,,116
3/01/2024,2008,2,Property Damage Offences,Property damage offences,-,-,Darwin,,333
3/01/2024,2008,2,Property Damage Offences,Property damage offences,-,-,Katherine,,26
3/01/2024,2008,2,Property Damage Offences,Property damage offences,-,-,Nhulunbuy,,4
3/01/2024,2008,2,Property Damage Offences,Property damage offences,-,-,NT Balance,Alligator,5
3/01/2024,2008,2,Property Damage Offences,Property damage offences,-,-,NT Balance,Anindilyakwa,7
3/01/2024,2008,2,Property Damage Offences,Property damage offences,-,-,NT Balance,Barkly,1
3/01/2024,2008,2,Property Damage Offences,Property damage offences,-,-,NT Balance,Daly,3
3/01/2024,2008,2,Property Damage Offences,Property damage offences,-,-,NT Balance,Elsey,3
3/01/2024,2008,2,Property Damage Offences,Property damage offences,-,-,NT Balance,Gulf,8
3/01/2024,2008,2,Property Damage Offences,Property damage offences,-,-,NT Balance,Howard Springs,2
3/01/2024,2008,2,Property Damage Offences,Property damage offences,-,-,NT Balance,Humpty Doo,4
3/01/2024,2008,2,Property Damage Offences,Property damage offences,-,-,NT Balance,Petermann - Simpson,5
3/01/2024,2008,2,Property Damage Offences,Property damage offences,-,-,NT Balance,Sandover - Plenty,1
3/01/2024,2008,2,Property Damage Offences,Property damage offences,-,-,NT Balance,Tanami,4
3/01/2024,2008,2,Property Damage Offences,Property damage offences,-,-,NT Balance,Thamarrurr,2
3/01/2024,2008,2,Property Damage Offences,Property damage offences,-,-,NT Balance,Tiwi Islands,4
3/01/2024,2008,2,Property Damage Offences,Property damage offences,-,-,NT Balance,Victoria River,4
3/01/2024,2008,2,Property Damage Offences,Property damage offences,-,-,NT Balance,Virginia,1
3/01/2024,2008,2,Property Damage Offences,Property damage offences,-,-,NT Balance,Weddell,3
3/01/2024,2008,2,Property Damage Offences,Property damage offences,-,-,NT Balance,West Arnhem,5
3/01/2024,2008,2,Property Damage Offences,Property damage offences,-,-,NT Balance,Yuendumu - Anmatjere,3
3/01/2024,2008,2,Property Damage Offences,Property damage offences,-,-,Palmerston,,106
3/01/2024,2008,2,Property Damage Offences,Property damage offences,-,-,Tennant Creek,,32
3/01/2024,2008,2,Robbery - extortion and related offences,Robbery,-,-,Alice Springs,,1
3/01/2024,2008,2,Robbery - extortion and related offences,Robbery,-,-,Darwin,,3
3/01/2024,2008,2,Robbery - extortion and related offences,Robbery,-,-,Katherine,,1
3/01/2024,2008,2,Robbery - extortion and related offences,Robbery,-,-,Palmerston,,1
3/01/2024,2008,2,Sexual assault and related offences,Sexual assault,-,-,Alice Springs,,3
3/01/2024,2008,2,Sexual assault and related offences,Sexual assault,-,-,Darwin,,8
3/01/2024,2008,2,Sexual assault and related offences,Sexual assault,-,-,Katherine,,3
3/01/2024,2008,2,Sexual assault and related offences,Sexual assault,-,-,Nhulunbuy,,2
3/01/2024,2008,2,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Elsey,2
3/01/2024,2008,2,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Howard Springs,1
3/01/2024,2008,2,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Victoria River,3
3/01/2024,2008,2,Sexual assault and related offences,Sexual assault,-,-,NT Balance,West Arnhem,1
3/01/2024,2008,2,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Yuendumu - Anmatjere,3
3/01/2024,2008,2,Sexual assault and related offences,Sexual assault,-,-,Palmerston,,1
3/01/2024,2008,2,Sexual assault and related offences,Sexual assault,-,-,Tennant Creek,,1
3/01/2024,2008,2,Sexual assault and related offences,Non-assaultive sexual offences,-,-,Alice Springs,,1
3/01/2024,2008,2,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Alice Springs,,86
3/01/2024,2008,2,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Darwin,,323
3/01/2024,2008,2,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Katherine,,38
3/01/2024,2008,2,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Nhulunbuy,,12
3/01/2024,2008,2,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Alligator,8
3/01/2024,2008,2,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Anindilyakwa,10
3/01/2024,2008,2,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Barkly,7
3/01/2024,2008,2,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Daly,5
3/01/2024,2008,2,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,East Arnhem,3
3/01/2024,2008,2,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Elsey,2
3/01/2024,2008,2,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Gulf,2
3/01/2024,2008,2,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Howard Springs,9
3/01/2024,2008,2,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Humpty Doo,4
3/01/2024,2008,2,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Petermann - Simpson,7
3/01/2024,2008,2,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Tanami,3
